evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
3978   -0.05  0.38   1.06  0.42       0.26       0.76       -0.46       0.66        3.88        0.08  0.89  1.41  4.15  2.21   0.51    1.20   0.13   0.20     5.55   0.49  3.13  0        0      1
4009   -0.97  -0.18  6.19  0.12       0.26       0.42       0.34        0.29        1.30        0.20  0.41  1.65  2.71  1.92   0.44    0.41   0.30   0.87     5.54   0.31  2.56  0        0      0
4009   -0.97  -0.18  6.19  0.12       0.26       0.42       -0.44       -0.26       1.13        0.20  0.41  1.65  2.71  1.54   0.41    0.80   0.30   0.87     5.54   0.31  2.56  0        0      0
4041   -0.50  0.96   5.36  0.62       -0.44      1.89       0.33        0.06        0.31        0.24  0.48  2.27  2.87  1.68   0.49    0.68   0.29   0.80     2.67   0.35  1.45  0        0      1
4119   0.67   -0.40  2.43  -0.33      -0.06      1.01       0.04        0.47        1.40        0.17  0.76  2.59  3.66  2.83   0.32    0.70   0.20   0.44     1.70   0.46  1.17  0        0      1
4134   0.52   0.67   3.75  0.20       -0.02      0.94       -0.24       0.29        1.06        0.16  0.64  2.03  3.40  2.57   0.31    0.60   0.21   0.63     3.01   0.43  2.01  0        0      1
4306   -0.95  -1.03  6.38  0.46       0.31       1.53       0.35        0.07        0.52        0.42  0.38  3.21  2.31  1.51   0.56    0.44   0.44   0.87     1.39   0.28  0.60  0        0      0
4354   0.78   -0.76  5.57  -0.21      0.15       1.07       -0.28       0.39        0.91        0.24  0.46  2.24  2.81  2.09   0.44    0.40   0.30   0.82     2.81   0.34  1.46  0        0      1
4424   -0.10  -0.66  1.89  0.14       0.06       2.35       0.52        0.03        1.12        0.15  0.81  2.42  3.82  2.67   0.42    0.70   0.18   0.35     1.91   0.47  1.27  0        0      1
4491   -0.39  0.79   4.78  0.45       -0.54      2.29       -0.06       -0.25       0.35        0.16  0.54  1.70  3.16  2.12   0.50    0.64   0.23   0.75     4.63   0.39  2.78  0        0      1
4491   -0.39  0.79   4.78  -0.41      -0.09      0.56       -0.06       -0.25       0.35        0.16  0.54  1.70  3.16  2.30   0.20    0.46   0.23   0.75     4.63   0.39  2.78  0        0      1
4581   0.52   -0.74  5.89  -0.50      0.37       2.05       -0.37       0.23        1.10        0.17  0.44  1.47  2.85  1.57   0.72    0.32   0.26   0.84     6.88   0.33  3.41  0        0      1
4620   -0.96  1.02   6.53  0.17       -1.04      1.27       0.32        -0.20       0.60        0.42  0.37  3.13  2.26  1.03   0.61    0.61   0.45   0.88     1.48   0.28  0.61  0        0      1
4713   -0.61  0.75   4.63  0.27       0.00       1.39       0.03        -0.45       0.63        0.19  0.55  2.11  3.13  2.32   0.38    0.71   0.25   0.73     2.94   0.39  1.79  0        0      1
4785   -0.96  0.11   1.87  0.14       0.05       1.14       0.45        0.30        1.75        0.31  0.80  4.94  3.45  2.65   0.35    0.38   0.26   0.35     0.45   0.46  0.29  0        0      1
4785   -0.96  0.11   1.87  0.14       0.05       1.14       0.03        0.33        0.57        0.31  0.80  4.94  3.45  2.76   0.22    0.51   0.26   0.35     0.45   0.46  0.29  0        0      1
4830   -1.22  -0.02  5.00  0.06       0.12       0.55       0.31        -0.33       1.22        0.30  0.52  3.12  2.83  2.20   0.35    0.51   0.32   0.77     1.36   0.36  0.77  0        0      1
4913   0.96   0.05   7.25  0.17       0.35       0.91       -0.36       -0.32       1.06        0.22  0.31  1.34  2.39  1.31   0.66    0.89   0.35   0.93     9.36   0.25  3.24  0        0      1
4928   0.95   0.47   2.46  -0.09      -0.32      1.27       0.10        0.45        0.80        0.31  0.75  4.64  3.33  2.34   0.28    0.89   0.27   0.45     0.52   0.45  0.35  0        0      1
4997   1.08   0.26   2.70  -0.10      0.08       0.59       -0.22       -0.20       0.48        0.32  0.72  4.66  3.26  2.79   0.16    0.43   0.28   0.48     0.52   0.44  0.36  0        0      1
5089   0.13   0.69   3.82  -0.52      -0.09      2.23       0.12        -0.27       0.17        0.11  0.63  1.37  3.48  2.36   0.40    1.02   0.17   0.64     6.71   0.43  4.49  0        0      1
5109   -0.85  -0.28  2.58  0.13       -0.22      2.25       0.15        -0.39       0.39        0.22  0.74  3.19  3.53  2.32   0.36    0.85   0.23   0.46     1.12   0.46  0.77  0        0      1
5284   -0.51  -0.92  4.98  0.26       0.22       0.85       -0.34       0.56        2.64        0.23  0.52  2.33  2.98  1.72   0.66    0.73   0.28   0.76     2.46   0.37  1.42  0        0      1
5285   0.85   -0.05  3.04  -0.20      0.23       0.75       0.07        0.42        1.34        0.18  0.70  2.49  3.52  2.64   0.30    0.43   0.21   0.53     1.90   0.45  1.31  0        0      1
5314   0.71   0.36   1.81  0.17       -0.14      0.58       0.15        -0.22       0.38        0.22  0.81  3.57  3.67  2.98   0.13    0.32   0.22   0.34     0.87   0.47  0.57  0        0      1
5314   0.71   0.36   1.81  0.02       0.28       0.48       0.15        -0.22       0.38        0.22  0.81  3.57  3.67  2.91   0.12    0.58   0.22   0.34     0.87   0.47  0.57  0        0      1
5349   -0.26  0.27   1.60  -0.00      -0.14      0.78       -0.17       0.32        0.82        0.05  0.84  0.92  4.10  3.44   0.19    0.55   0.11   0.30     13.19  0.49  8.48  0        0      1
5349   -0.26  0.27   1.60  0.09       -0.04      0.70       -0.17       0.32        0.82        0.05  0.84  0.92  4.10  3.47   0.18    0.50   0.11   0.30     13.19  0.49  8.48  0        0      0
5353   -0.32  0.36   0.97  0.10       0.37       0.37       -0.27       -0.01       0.14        0.13  0.90  2.41  4.04  2.78   0.09    0.60   0.16   0.19     1.88   0.49  1.03  0        0      1
5371   -1.07  -0.63  2.10  0.40       0.66       2.64       0.38        -0.13       0.91        0.47  0.77  7.20  3.00  1.98   0.46    0.79   0.33   0.40     0.21   0.45  0.14  0        0      1
5408   0.33   0.63   3.19  -0.37      -0.64      1.82       -0.26       -0.10       0.92        0.12  0.69  1.65  3.60  2.55   0.40    0.44   0.17   0.55     4.43   0.45  3.07  0        0      1
5408   0.33   0.63   3.19  -0.25      0.38       1.90       -0.26       -0.10       0.92        0.12  0.69  1.65  3.60  2.57   0.40    0.54   0.17   0.55     4.43   0.45  3.07  0        0      1
5474   0.98   -0.19  3.86  -0.53      0.10       2.40       -0.26       -0.41       1.45        0.22  0.62  2.68  3.26  2.00   0.60    0.67   0.25   0.64     1.72   0.42  1.13  0        0      0
5474   0.98   -0.19  3.86  0.01       -0.33      0.63       -0.26       -0.41       1.45        0.22  0.62  2.68  3.26  2.22   0.34    0.42   0.25   0.64     1.72   0.42  1.13  0        0      0
5507   0.96   0.02   7.76  -0.50      0.20       1.26       -0.49       -0.16       1.00        0.24  0.26  1.27  2.20  1.06   0.90    0.47   0.40   0.95     11.07  0.21  3.21  0        0      0
5593   -0.34  0.24   1.33  -0.10      -0.43      0.75       0.56        -0.14       1.16        0.08  0.87  1.36  4.10  3.01   0.24    0.77   0.13   0.25     5.94   0.49  3.61  0        0      1
5673   -0.34  -0.09  0.87  -0.12      0.23       1.77       0.61        0.05        3.23        0.08  0.91  1.47  4.19  2.82   0.53    0.74   0.13   0.17     5.05   0.49  2.65  0        0      1
5678   -0.02  0.37   0.73  0.14       -0.19      0.86       0.21        0.56        3.08        0.11  0.92  1.93  4.16  2.95   0.41    0.76   0.14   0.14     2.90   0.49  1.43  0        0      1
5678   -0.02  0.37   0.73  -0.13      -0.05      0.70       0.21        0.56        3.08        0.11  0.92  1.93  4.16  3.01   0.39    0.63   0.14   0.14     2.90   0.49  1.43  0        0      1
5741   1.12   -0.19  5.89  0.00       0.41       0.55       -0.40       -0.09       0.81        0.27  0.43  2.30  2.69  1.91   0.35    0.71   0.33   0.84     2.73   0.32  1.33  0        0      0
5750   -1.03  -0.29  3.54  0.26       0.07       1.32       0.27        0.75        1.26        0.26  0.65  3.37  3.24  2.08   0.41    0.72   0.27   0.60     1.06   0.42  0.71  0        0      1
5752   0.56   0.30   1.33  0.11       -0.26      2.48       -0.13       -0.50       1.12        0.18  0.86  3.10  3.86  2.70   0.41    0.68   0.19   0.26     1.14   0.48  0.69  0        0      0
5800   0.36   -0.30  0.74  -0.26      -0.27      1.62       -0.69       0.31        1.32        0.16  0.92  2.86  4.04  2.73   0.33    0.82   0.17   0.15     1.32   0.49  0.65  0        0      1
5830   0.02   0.67   1.86  -0.32      0.32       0.70       0.39        -0.27       1.21        0.16  0.81  2.51  3.82  2.78   0.25    0.98   0.18   0.35     1.77   0.47  1.17  0        0      1
5836   -0.91  0.11   3.94  0.14       0.25       0.80       0.50        0.17        1.60        0.18  0.62  2.24  3.31  2.43   0.39    0.40   0.23   0.65     2.50   0.42  1.64  0        0      0
5891   -0.10  0.64   1.19  -0.42      -0.05      1.83       0.39        -0.17       1.21        0.20  0.87  3.50  3.84  2.89   0.34    0.88   0.20   0.23     0.89   0.48  0.52  0        0      1
5891   -0.10  0.64   1.19  0.31       -0.09      0.33       0.39        -0.17       1.21        0.20  0.87  3.50  3.84  2.88   0.19    0.46   0.20   0.23     0.89   0.48  0.52  0        0      1
5892   -1.40  0.21   2.96  0.16       0.44       0.69       0.91        -0.07       2.03        0.50  0.69  6.82  2.79  1.49   0.42    0.88   0.36   0.52     0.24   0.43  0.16  0        0      1
5961   -0.98  -0.15  2.31  0.61       -0.37      2.24       0.41        0.20        1.30        0.29  0.76  4.35  3.42  2.29   0.46    0.62   0.26   0.42     0.59   0.46  0.40  0        1      1
6071   -1.36  0.07   5.90  0.36       -0.23      0.56       0.29        0.26        1.03        0.38  0.43  3.27  2.48  1.79   0.40    0.63   0.40   0.84     1.30   0.31  0.63  0        0      1
6072   1.21   0.53   3.97  -0.50      -0.67      3.89       -0.42       -0.10       0.85        0.38  0.61  4.56  2.89  1.45   0.77    0.74   0.33   0.65     0.58   0.40  0.37  0        0      1
6100   0.25   1.26   4.89  -0.15      0.05       1.19       -0.45       0.12        0.81        0.34  0.52  3.53  2.79  1.68   0.39    0.50   0.34   0.75     1.04   0.37  0.60  0        0      1
6194   -0.29  -0.52  2.03  -0.29      0.31       0.66       0.19        -0.33       0.55        0.11  0.80  1.81  3.87  2.92   0.17    0.84   0.16   0.37     3.45   0.47  2.33  0        0      1
6194   -0.29  -0.52  2.03  -0.29      0.31       0.66       0.10        0.25        0.17        0.11  0.80  1.81  3.87  2.91   0.13    0.52   0.16   0.37     3.45   0.47  2.33  0        0      1
6208   -0.19  -0.91  5.07  -0.24      0.38       1.70       0.39        0.08        0.62        0.18  0.51  1.79  3.05  2.12   0.46    0.83   0.25   0.78     4.25   0.37  2.44  0        0      0
6215   0.57   -0.26  1.22  0.28       -0.09      0.77       0.02        -0.44       1.50        0.19  0.87  3.23  3.87  2.88   0.26    0.52   0.19   0.24     1.04   0.48  0.62  0        0      1
6220   0.50   -0.76  6.29  -0.39      0.79       1.56       -0.07       -0.35       0.41        0.17  0.40  1.39  2.73  1.55   0.55    1.13   0.28   0.87     8.02   0.31  3.63  0        0      1
6221   0.92   0.02   5.59  -0.41      -0.01      2.85       -0.46       0.22        1.03        0.17  0.47  1.59  2.93  1.43   0.82    0.68   0.26   0.82     5.69   0.35  2.99  0        0      1
6235   -0.87  0.70   5.38  0.36       -0.21      0.40       0.89        -0.46       1.67        0.25  0.48  2.40  2.84  1.46   0.50    0.44   0.30   0.80     2.39   0.35  1.29  0        0      0
6266   -0.26  -1.59  4.51  0.54       0.43       2.11       0.03        0.36        0.85        0.55  0.55  5.96  2.42  1.54   0.54    0.51   0.42   0.71     0.34   0.37  0.20  0        0      1
6266   -0.26  -1.59  4.51  -0.36      0.67       1.28       0.03        0.36        0.85        0.55  0.55  5.96  2.42  1.51   0.42    0.44   0.42   0.71     0.34   0.37  0.20  0        0      1
6267   -0.37  0.36   1.65  0.85       -0.07      3.52       0.20        -0.38       0.61        0.10  0.84  1.70  3.98  2.39   0.49    0.93   0.15   0.31     3.83   0.48  2.48  0        0      1
6270   0.67   -0.50  3.05  0.15       0.10       1.35       0.29        -0.33       0.53        0.17  0.70  2.39  3.53  2.42   0.28    0.71   0.21   0.53     2.07   0.45  1.43  0        0      1
6270   0.67   -0.50  3.05  -0.20      0.15       0.93       0.29        -0.33       0.53        0.17  0.70  2.39  3.53  2.61   0.22    0.79   0.21   0.53     2.07   0.45  1.43  0        0      1
6274   -0.53  -0.08  2.04  0.03       -0.39      1.87       0.42        0.45        0.78        0.09  0.80  1.45  3.92  2.74   0.34    1.13   0.14   0.37     5.41   0.48  3.66  0        0      1
6396   -1.26  0.12   3.53  0.29       0.25       1.66       0.41        -0.44       0.88        0.36  0.65  4.68  3.01  2.05   0.41    0.88   0.32   0.60     0.54   0.42  0.36  0        0      1
6475   0.18   1.26   3.58  -0.15      -0.19      0.52       -0.07       -0.39       0.75        0.37  0.64  4.69  2.99  2.45   0.21    0.32   0.32   0.61     0.54   0.42  0.35  0        0      1
6505   0.92   0.02   5.10  -0.39      0.50       2.68       0.07        -0.82       0.91        0.17  0.51  1.74  3.05  1.21   0.74    1.69   0.24   0.78     4.54   0.37  2.59  0        0      1
6506   -0.81  -0.20  4.33  0.36       0.07       1.13       0.44        0.23        1.37        0.15  0.58  1.69  3.29  2.40   0.43    0.31   0.21   0.70     4.54   0.40  2.88  0        0      1
6582   1.17   0.28   6.62  -0.50      -0.47      1.59       -0.61       0.49        1.11        0.32  0.37  2.31  2.42  1.09   0.80    1.05   0.39   0.89     2.85   0.28  1.17  0        0      1
6583   0.03   -0.78  2.08  -0.20      0.17       1.16       0.02        0.65        1.46        0.19  0.79  3.02  3.69  2.76   0.33    0.53   0.21   0.38     1.23   0.47  0.83  0        0      1
6583   0.03   -0.78  2.08  -0.20      0.17       1.16       -0.20       -0.38       0.58        0.19  0.79  3.02  3.69  2.72   0.23    0.71   0.21   0.38     1.23   0.47  0.83  0        0      1
6688   0.84   0.05   6.16  0.43       0.38       2.24       0.51        -0.03       1.27        0.15  0.41  1.21  2.81  1.24   0.84    0.56   0.25   0.86     10.39  0.32  4.87  0        0      0
6688   0.84   0.05   6.16  0.43       0.38       2.24       -0.38       -0.16       1.03        0.15  0.41  1.21  2.81  1.16   0.78    1.03   0.25   0.86     10.39  0.32  4.87  0        0      0
6708   -1.19  0.32   5.97  0.35       0.28       0.91       0.80        0.45        1.24        0.32  0.43  2.68  2.58  1.00   0.57    0.38   0.36   0.85     1.98   0.31  0.94  0        0      1
6708   -1.19  0.32   5.97  -0.14      -0.33      0.88       0.80        0.45        1.24        0.32  0.43  2.68  2.58  1.35   0.56    1.17   0.36   0.85     1.98   0.31  0.94  0        0      1
6729   0.41   -1.45  6.09  0.07       0.64       1.39       -0.38       0.42        0.84        0.48  0.41  3.88  2.26  1.40   0.59    0.61   0.45   0.85     0.91   0.30  0.41  0        0      1
6729   0.41   -1.45  6.09  0.20       0.07       0.67       -0.38       0.42        0.84        0.48  0.41  3.88  2.26  1.57   0.40    0.68   0.45   0.85     0.91   0.30  0.41  0        0      1
6758   1.01   0.02   5.81  -0.02      0.16       0.55       -0.39       0.06        0.62        0.21  0.44  1.86  2.80  2.23   0.28    0.46   0.29   0.84     4.22   0.33  2.11  0        0      1
6918   -0.68  -0.90  5.19  0.52       0.66       2.74       0.13        0.49        0.78        0.26  0.50  2.59  2.87  1.48   0.72    0.62   0.30   0.78     2.02   0.36  1.12  0        0      1
6922   1.54   0.32   6.02  -0.21      0.04       1.10       -0.21       -0.21       0.47        0.52  0.41  4.29  2.19  1.65   0.39    0.48   0.47   0.85     0.73   0.30  0.34  0        0      1
6931   -0.14  -0.65  2.23  -0.38      -0.21      2.93       0.18        0.36        0.65        0.13  0.78  2.04  3.79  2.57   0.45    1.06   0.17   0.41     2.74   0.47  1.87  0        0      1
6931   -0.14  -0.65  2.23  -0.41      -0.14      1.21       0.18        0.36        0.65        0.13  0.78  2.04  3.79  2.89   0.25    0.85   0.17   0.41     2.74   0.47  1.87  0        0      1
6948   -0.53  0.02   1.78  0.31       -0.23      1.07       0.24        -0.41       1.18        0.10  0.82  1.62  3.96  3.02   0.28    0.33   0.15   0.33     4.27   0.48  2.81  0        0      0
6948   -0.53  0.02   1.78  -0.00      0.40       0.77       0.24        -0.41       1.18        0.10  0.82  1.62  3.96  3.05   0.25    0.90   0.15   0.33     4.27   0.48  2.81  0        0      0
7018   0.46   -1.07  6.91  0.21       0.01       0.84       0.11        0.49        0.84        0.31  0.34  2.09  2.35  1.46   0.52    0.55   0.40   0.91     3.59   0.26  1.36  0        0      1
7018   0.46   -1.07  6.91  0.11       0.17       0.69       0.11        0.49        0.84        0.31  0.34  2.09  2.35  1.61   0.48    0.37   0.40   0.91     3.59   0.26  1.36  0        0      1
